objective,345.9273200107131
runtime (milliseconds),102982
x,0,21,1.0
x,0,22,1.0
x,0,25,1.0
u,0,200.0
Y,0,77.75
Y,1,77.75
Y,2,77.75
x,3,27,1.0
tau,3,239.20407221060066
Y,4,77.75
Y,5,77.75
x,6,19,1.0
tau,6,122.98913330843429
u,6,20.0
Y,6,54.64437871951124
Y,7,77.75
Y,8,77.75
Y,9,77.75
Y,10,77.75
Y,11,77.75
x,12,6,1.0
tau,12,89.97932976072224
u,12,160.0
y,12,8.29990211593504
Y,12,26.076809620810593
Y,13,77.75
Y,14,77.75
x,15,24,1.0
tau,15,105.87922436481495
u,15,2.0
Y,15,51.12077154443493
Y,16,77.75
x,17,27,1.0
tau,17,192.0
u,17,14.0
y,17,19.23538406167134
x,18,12,1.0
tau,18,68.79898987322332
u,18,170.0
y,18,19.480242003433986
x,19,3,1.0
tau,19,185.0
u,19,20.0
y,19,44.204072210600685
x,20,15,1.0
tau,20,80.87922436481495
u,20,12.0
y,20,17.25500252932116
x,21,18,1.0
tau,21,39.0
u,21,200.0
y,21,39.27923187665732
x,22,26,1.0
tau,22,12.0
u,22,200.0
y,22,66.56966011250105
x,23,20,1.0
tau,23,32.866068747318536
u,23,187.0
y,23,55.26815814681758
x,24,27,1.0
tau,24,194.0
u,24,2.0
y,24,35.4682957019364
x,25,23,1.0
tau,25,8.0
u,25,200.0
y,25,70.13422689413609
x,26,17,1.0
tau,26,125.0
u,26,42.0
y,26,36.69963325824432
tau,27,240.0
