objective,420.61138293018877
runtime (milliseconds),7200299
x,0,2,1.0
x,0,3,1.0
x,0,4,1.0
x,0,5,1.0
x,0,6,1.0
x,0,66,1.0
x,0,73,1.0
x,0,74,1.0
x,0,76,1.0
x,0,79,1.0
u,0,200.0
Y,0,60.63
u,1,200.0
Y,1,60.63
x,2,80,1.0
x,3,80,1.0
Y,3,60.63
x,4,80,1.0
x,5,68,1.0
u,5,41.0
y,5,42.077475355685756
Y,5,58.231546211727796
x,6,80,1.0
tau,8,200.2912999999994
Y,8,60.63
Y,19,60.63
u,20,200.0
Y,20,60.63
Y,21,60.63
Y,24,60.63
Y,26,60.63
Y,28,60.63
x,29,69,1.0
tau,29,69.0
u,29,41.0
y,29,9.348293560643706
Y,29,46.082987438196106
Y,30,60.63
Y,31,60.63
tau,32,30.01666203960724
u,32,200.0
y,32,60.63
Y,32,60.63
Y,36,60.63
Y,37,60.63
tau,38,179.10167989958288
Y,38,60.63
x,39,80,1.0
tau,39,144.8488578017961
Y,39,60.63
x,40,39,1.0
tau,40,144.8488578017961
u,41,200.0
x,42,80,1.0
tau,42,186.1777853138388
Y,42,29.41088233970553
tau,45,230.0
Y,51,60.63
Y,60,60.63
x,61,65,1.0
tau,61,86.14704093118841
u,61,16.0
Y,61,34.342805457777104
Y,62,60.63
Y,63,60.63
x,65,42,1.0
tau,65,123.0
u,65,16.0
y,65,14.317821063276348
x,66,29,1.0
tau,66,55.0
u,66,200.0
y,66,27.08898033750316
x,67,40,1.0
tau,67,125.0
u,67,16.0
y,67,9.848857801796107
x,68,71,1.0
tau,68,25.915494719460597
u,68,41.0
y,68,40.23154621172777
x,69,72,1.0
tau,69,98.0
u,69,41.0
y,69,35.08298743819611
x,70,78,1.0
tau,70,104.81024967590665
u,70,48.0
y,70,18.866068747318444
x,71,61,1.0
tau,71,51.147040931188
u,71,34.0
y,71,25.0
x,72,80,1.0
tau,72,147.0
u,72,36.0
y,72,27.802877548915706
x,73,67,1.0
tau,73,97.0
u,73,18.0
y,73,17.911115550094557
x,74,75,1.0
tau,74,40.93774225170142
u,74,24.0
y,74,35.77718571414007
x,75,77,1.0
tau,75,59.0
u,75,14.0
y,75,27.714927965841525
x,76,70,1.0
tau,76,87.0
u,76,200.0
y,76,26.67631842322497
x,77,80,1.0
tau,77,111.0
u,77,9.0
y,77,11.313708498984802
x,78,80,1.0
tau,78,140.0
u,78,20.0
y,78,14.866068747318486
x,79,80,1.0
tau,79,118.0
u,79,6.0
y,79,21.095023109729034
tau,80,230.0
