objective,299.99536486600056
runtime (milliseconds),1191953
x,0,11,1.0
x,0,20,1.0
x,0,21,1.0
x,6,17,1.0
x,10,8,1.0
x,11,19,1.0
x,17,22,1.0
x,18,9,1.0
x,19,18,1.0
x,20,3,1.0
x,21,1,1.0
x,1,22,1.0
x,2,22,1.0
x,3,2,1.0
x,5,7,1.0
x,7,6,1.0
x,8,5,1.0
x,9,12,1.0
x,12,10,1.0
tau,1,1053.8113883008418
tau,2,1766.1628596823418
y,2,19.4375
Y,2,19.4375
tau,3,1541.3882694814029
y,3,1.310961037193394
Y,3,66.08749999999999
y,4,66.08749999999999
Y,4,66.08749999999999
tau,5,1756.2112644437852
y,5,19.4375
Y,5,19.4375
tau,6,2365.522174732957
y,6,19.4375
Y,6,66.08749999999999
tau,7,2365.522174732957
y,7,19.4375
Y,7,19.4375
tau,8,1756.2112644437852
y,8,37.018616292502685
Y,8,37.018616292502685
tau,9,1553.5870331449232
y,9,16.071549685485664
Y,9,19.4375
tau,10,1565.266880736288
y,10,19.4375
Y,10,66.08749999999999
tau,11,24.0208242989288
y,11,42.06667570107136
Y,11,66.08749999999999
tau,12,1565.266880736288
y,12,19.4375
Y,12,19.4375
y,13,66.08749999999999
Y,13,66.08749999999999
y,14,66.08749999999999
Y,14,66.08749999999999
y,15,66.08749999999999
Y,15,66.08749999999999
y,16,66.08749999999999
Y,16,66.08749999999999
tau,17,2536.0
tau,18,1442.0
tau,19,1215.0
tau,20,1419.0
tau,21,948.0
y,1,19.4375
Y,1,19.4375
tau,22,3390.0
u,0,700.0
u,5,10.0
u,6,10.0
u,7,10.0
u,8,10.0
u,9,670.0
u,10,10.0
u,11,700.0
u,12,670.0
u,17,10.0
u,18,690.0
u,19,700.0
u,20,700.0
u,21,700.0
Y,0,77.75
y,17,57.48517473295736
y,18,37.65858283040856
y,19,56.86795554270711
y,20,33.69923051859669
y,21,50.27611169915809
zL,17,22,0.031190796362182027
zL,3,18.126538962806606
zL,9,3.365950314514336
