objective,202.85268574464007
runtime (milliseconds),168046
x,0,11,1.0
x,0,15,1.0
x,0,19,1.0
u,0,200.0
Y,0,60.63
Y,1,60.63
Y,2,60.63
Y,3,60.63
x,4,13,1.0
tau,4,188.22852416995704
u,4,12.0
Y,4,21.1965531079764
x,5,4,1.0
tau,5,147.76360252893397
u,5,12.0
Y,6,60.63
x,7,8,1.0
x,8,7,1.0
x,9,12,1.0
tau,9,103.70820393249937
u,9,31.0
Y,9,37.60015738648331
x,10,9,1.0
tau,10,87.0
u,10,181.0
y,10,26.376221012180714
x,11,17,1.0
tau,11,96.0
u,11,200.0
y,11,36.29894987880712
x,12,18,1.0
tau,12,189.93774225170145
u,12,31.0
y,12,19.242597635797495
x,13,20,1.0
tau,13,204.0
u,13,12.0
y,13,15.811388300841891
x,14,20,1.0
tau,14,183.0
u,14,16.0
y,14,4.999999999999993
x,15,14,1.0
tau,15,27.586228448267434
u,15,200.0
y,15,33.04377155173256
x,16,5,1.0
tau,16,132.66458301534118
u,16,177.0
y,16,19.634366863465956
x,17,16,1.0
tau,17,114.60232526704263
u,17,193.0
y,17,27.6966246117645
x,18,20,1.0
tau,18,208.0
u,18,17.0
y,18,11.180339887498953
x,19,10,1.0
tau,19,71.0
u,19,200.0
y,19,31.4752405257735
tau,20,230.0
