objective,310.0573470230043
runtime (milliseconds),120277
x,0,21,1.0
x,0,22,1.0
x,0,26,1.0
u,0,1000.0
Y,0,77.75
Y,1,77.75
Y,2,77.75
Y,3,77.75
Y,4,77.75
x,5,23,1.0
tau,5,376.4120080991569
u,5,980.0
Y,5,77.75
x,6,5,1.0
tau,6,115.605551275464
u,6,980.0
Y,6,77.75
Y,7,77.75
Y,8,77.75
Y,9,77.75
Y,10,77.75
x,11,18,1.0
tau,11,258.8982394017281
u,11,970.0
Y,11,77.75
x,12,11,1.0
tau,12,61.04159457879234
u,12,970.0
Y,12,77.75
Y,13,77.75
x,14,27,1.0
tau,14,905.6566757010714
Y,14,77.75
x,15,14,1.0
tau,15,642.0453610171872
Y,15,77.75
Y,16,77.75
x,17,20,1.0
tau,17,338.0
u,17,28.0
y,17,24.213099140335075
x,18,17,1.0
tau,18,305.8640563788214
u,18,38.0
y,18,46.34904276151373
x,19,27,1.0
tau,19,784.0
u,19,10.0
y,19,12.0415945787923
x,20,27,1.0
tau,20,561.0
u,20,19.0
y,20,17.88854381999832
x,21,24,1.0
tau,21,138.0
u,21,1000.0
y,21,48.595240525773505
x,22,6,1.0
tau,22,102.0
u,22,1000.0
y,22,39.67113447068046
x,23,25,1.0
tau,23,437.0
u,23,29.0
y,23,28.366149899129056
x,24,15,1.0
tau,24,621.0
u,24,997.0
y,24,16.579619338609263
x,25,19,1.0
tau,25,557.0
u,25,26.0
y,25,18.366149899129056
x,26,12,1.0
tau,26,39.0
u,26,1000.0
y,26,39.27923187665732
tau,27,960.0
