objective,311.81073270359116
runtime (milliseconds),7200244
x,0,2,1.0
x,0,50,1.0
x,0,57,0.9999990380609958
u,0,1000.0
Y,0,77.75
x,2,4,1.0
x,4,65,1.0
tau,7,960.0
u,7,1000.0
Y,7,77.75
x,8,14,1.0
tau,8,84.52650694487143
u,8,29.000008652286112
y,8,13.752724931785796
Y,8,77.75
x,9,11,1.0
y,9,77.75
Y,9,77.75
x,10,56,1.0
tau,10,109.48544422147506
u,10,29.00000865228619
Y,10,77.75
x,11,9,1.0
y,11,77.75
Y,11,77.75
x,12,10,1.0
tau,12,109.48544422147506
u,12,29.00000865228619
x,13,12,1.0
tau,13,109.48544422147506
u,13,29.000008652286134
x,14,13,1.0
tau,14,109.48544422147506
u,14,29.00000865228614
y,14,77.75
Y,14,77.75
x,15,17,1.0
y,15,77.75
Y,15,77.75
y,16,77.75
Y,16,77.75
x,17,15,1.0
y,17,77.75
Y,17,77.75
tau,18,960.0
Y,18,77.75
tau,19,960.0
Y,19,77.75
y,20,77.75
Y,20,77.75
tau,24,2.1172551181612785E-5
y,24,5.670720341851916E-5
Y,24,5.670720341851916E-5
tau,25,960.0
Y,25,77.75
tau,26,960.0
y,26,77.75
Y,26,77.75
tau,28,960.0
u,28,1000.0
y,28,77.75
Y,28,77.75
x,29,31,1.0
tau,29,354.47403343432205
u,29,38.999036384314536
tau,30,852.7157287525434
Y,30,77.75
x,31,51,1.0
tau,31,354.47403343432205
u,31,38.999036384314536
Y,31,47.55852217938881
x,33,29,1.0
tau,33,354.47403343432205
u,33,38.999036384314536
x,37,38,0.9999990376146431
u,37,5.774332141106342E-5
Y,37,3.278005035550012E-5
x,38,37,1.0
u,38,0.001020132011551933
x,39,40,1.0
tau,39,243.92838827718415
u,39,90.99903638431454
x,40,59,0.9999990384963341
tau,40,243.92838827718413
u,40,90.99903638431454
Y,40,57.94715725994952
u,41,1000.0
y,41,77.75
Y,41,77.75
x,43,62,0.9999990433889748
tau,43,56.261343709030825
u,43,191.99711706715192
y,43,7.48257207021652E-5
Y,43,47.47761666274763
tau,44,145.57252682545675
x,45,47,0.9999990376146427
tau,45,56.262350930457856
u,45,191.99523174770698
tau,46,115.2500268254563
x,47,48,0.9999990376146427
tau,47,56.262350930455106
u,47,191.99619413639758
x,48,43,0.999999037613329
tau,48,56.262296784204864
u,48,191.9971565250882
tau,49,84.92752682545495
x,50,53,1.0
tau,50,39.0
u,50,89.00000865228472
y,50,39.27923187665732
x,51,54,0.999999038044537
tau,51,386.4382649492824
u,51,38.999036384314536
y,51,34.142114314390064
x,52,65,0.9999990388741367
tau,52,618.0
u,52,9.00000865228619
y,52,44.99359279753867
x,53,8,1.0
tau,53,66.46424919657295
u,53,59.00000865228472
y,53,21.81498268008434
x,54,65,1.0
tau,54,416.43797914075316
u,54,9.0
y,54,14.142135623730953
x,55,61,1.0
tau,55,195.0
u,55,150.99903638431454
y,55,18.928388277184112
x,56,52,1.0
tau,56,420.0
u,56,29.00000865228619
y,56,73.27786404500057
x,57,45,0.9999990400187486
tau,57,39.05123932395733
u,57,1000.0
y,57,38.69878226306298
x,58,64,1.0
tau,58,320.3010521875835
u,58,74.99903638431454
y,58,14.172981246738559
x,59,58,1.0
tau,59,289.0878487519871
u,59,90.99903638431454
y,59,35.386184682334985
x,60,39,1.0
tau,60,220.0
u,60,130.99903638431454
y,60,13.928388277184112
x,61,60,1.0
tau,61,208.0
u,61,140.99903638431454
y,61,15.928388277184112
x,62,63,1.0
tau,62,77.01274500577807
u,62,191.9980736815104
y,62,45.241591472887976
x,63,55,0.9999990385033345
tau,63,106.32595292160596
u,63,160.9980736815105
y,63,25.928383557060027
x,64,33,1.0
tau,64,334.42415781320113
u,64,66.99903638431454
y,64,10.049875621120904
tau,65,960.0
