objective,243.20345158179614
runtime (milliseconds),1547101
x,0,28,1.0
x,0,31,1.0
u,0,700.0
Y,0,77.75
x,1,36,1.0
tau,1,2819.298221281347
Y,2,77.75
Y,3,77.75
Y,4,77.75
Y,5,77.75
Y,6,77.75
Y,7,77.75
Y,8,77.75
Y,9,77.75
Y,10,77.75
x,11,13,1.0
tau,11,220.10547807584362
u,11,670.0
x,12,29,1.0
tau,12,661.328134508118
u,12,100.0
Y,12,54.59244885140701
x,13,12,1.0
tau,13,661.328134508118
u,13,100.0
x,14,15,1.0
tau,14,220.10547807584362
u,14,670.0
x,15,11,1.0
tau,15,220.10547807584362
u,15,670.0
Y,16,77.75
Y,17,77.75
Y,18,77.75
Y,19,77.75
Y,20,77.75
Y,21,77.75
x,22,24,1.0
tau,22,1924.9258240356726
u,22,670.0
Y,23,77.75
x,24,25,1.0
tau,24,1924.9258240356726
u,24,670.0
x,25,30,1.0
tau,25,2321.160579987523
u,25,60.0
Y,25,71.1717318330703
x,26,22,1.0
tau,26,1808.0
u,26,680.0
y,26,27.003935003887747
x,27,32,1.0
tau,27,2737.0
u,27,20.0
y,27,22.071067811865476
x,28,26,1.0
tau,28,321.0
u,28,700.0
y,28,46.70165060747995
x,29,33,1.0
tau,29,853.0
u,29,100.0
y,29,52.35638087390723
x,30,35,1.0
tau,30,2579.171850465464
u,30,60.0
y,30,60.126370815883035
x,31,34,1.0
tau,31,12.0
u,31,700.0
y,31,66.0880962103094
x,32,36,1.0
tau,32,3085.0
u,32,10.0
y,32,15.0
x,33,27,1.0
tau,33,1078.0
u,33,60.0
y,33,33.25140769936442
x,34,14,1.0
tau,34,108.08276253029817
u,34,680.0
y,34,60.00533368001118
x,35,1,1.0
tau,35,2704.0
u,35,20.0
y,35,25.29822128134704
tau,36,3390.0
